artist.hotttnesss,song.hotttnesss,duration,key,loudness,tempo,terms,year,bars_confidence,bars_start,beats_confidence,beats_start,key_confidence,location,release.name,title,artist.name
333663204,535953802,25286485,5.0,-8328,241892,chanson,2005,518,25446,75,25446,625,"Carcassonne, France",La Femme Chocolat,Vitrier,Olivia Ruiz
333723343,386790177,25286485,4.0,-11166,113968,chill-out,0,348,90935,606,38008,61,Not available,Joe Sent Me,Black & White,Vanessa Daou
333770845,667506139,25283873,2.0,-6575,87495,post-grunge,1995,101,-646081,0.0,65762,832,Not available,Paradise In Me,A Sound That Only You Can Hear,K's Choice
333770845,535106025,25281261,7.0,-4194,100138,viking metal,2010,117,153084,652,8468,722,Latvia,Kurbads,In the Underworld,Skyforger
333770845,334706549,25278649,3.0,-5896,91008,chanson,1989,161,312235,104,37836,643,Not available,ColecciA3n Diamante: Alberto Cortez,Distancia,Alberto Cortez
333770845,722844728,25265587,1.0,-7825,151699,folk-pop,2005,21,20218,933,20218,561,California - LA,Hold On,Baby Don't You Change,Tyrone Wells
333770845,556914019,25262975,6.0,-6172,97045,folk metal,2003,216,104313,239,40619,358,California - SF,Traveller,Baltech's Lament,The Lord Weird Slough Feg
333770845,431839301,25257751,0.0,-7605,75955,argentine rock,0,163,101919,736,20354,194,Not available,Realive Tour 2002 -Odoranya Son Son- in Tokyo,Spirit,Pe'z
333793531,372119119,25257751,2.0,-7546,156107,soft rock,0,18,86765,242,17069,494,"HavAAov, AeskA! republika",Zi(v)je,Vodne stocne,Krystof
333851528,601436483,25252526,6.0,-5434,215916,hardcore techno,0,0.26,61615,0.05,5817,478,"Braintree, Essex, England",Experience: Expanded (Remastered),Music Reach (1/2/3/4) (Remastered),The Prodigy
333858125,392008772,25249914,0.0,-4.3,122025,country rock,0,23,112439,795,12273,836,Not available,Halcyon Times,Mother Of Greed,Jason & The Scorchers
333858125,29127103,17238159,2.0,-20848,126786,early music,0,56,31736,56,31736,518,"Geneva, Switzerland",J. S. Bach: The Art of Fugue & 'Vivaldi' Solo Organ Concertos,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,Lionel Rogg
333929873,517342286,25247302,6.0,-10007,118023,quiet storm,2000,2,126418,1.0,24821,72,"Ibadan, Nigeria",Lovers Rock,Slave Song,Sade
333929873,405352011,26553424,5.0,-7811,127984,progressive house,0,201,96434,849,2398,364,Utah,Bullet,Disco Trafiko,Trafik
334002498,307902094,25223791,6.0,-14.6,119074,miami bass,2002,186,71049,1.0,20291,78,Not available,Three The Hard Way,Party,Rodney O & Joe Cooley
334002498,546745176,25221179,9.0,-3708,164963,post-hardcore,2009,145,110079,426,39288,1.0,Not available,The Fear Of God,Nothing Matters Anymore,Showbread
334072669,482804276,25218567,6.0,-6623,124094,psychedelic rock,2006,6,128005,641,32856,704,Glasgow,Sugar and Spite,What Do I Know,Unkle Bob
334072669,327012793,25218567,11.0,-10803,117892,chinese music,0,739,12743,928,12743,571,Not available,My Secret Lover_ Jerry Yan,XI GUAN LIANG GE REN,Jerry Yan
334143883,270775999,25208118,11.0,-8706,125022,blues-rock,2003,49,58701,0.67,10336,672,"London, England",Best Of Whitesnake,Love Ain't No Stranger (2003 Digital Remaster),Whitesnake
334143883,725318691,25208118,4.0,-5131,206936,speed metal,2004,49,4896,0.0,1928,14,Not available,Beyond the Permafrost,Within My Blood,Skeletonwitch
334143883,360370583,25202893,9.0,-17225,149039,brazilian pop music,1977,14,138429,654,58331,0.88,Not available,Caras E Bocas,Me Recuso,Gal Costa
334252474,388527293,25200281,0.0,-7853,147576,ccm,0,9,204222,435,204222,605,Not available,Stories From The Heart,I Will Shelter You,Bob Carlisle
334252474,258496447,25197669,2.0,-7378,95044,dancehall,0,4,149918,908,149918,572,Kingston,Murder She Wrote Single,Santa Barbara,Chaka Demus & Pliers
334252474,306720976,25195057,7.0,-5562,127555,eurodance,0,21,86819,869,36734,579,Uppsala,Perfection,Yesss Lord...,Perfection
334252474,365841574,25192444,0.0,-12262,120878,jazz funk,0,34,47681,1.0,47681,565,"London, England",Anthology: Addicted To Funk,"Pete's Crusade (12"" Version) (2006 Digital Remaster)",Light Of The World
334252474,284719344,25192444,2.0,-14466,170.61,irish folk,2008,18,825652,527,790388,0.78,Not available,Welcome: Who Are You?,Coleman's No. 1 / Ton Double Fisel / Kiely Cotter's / How We Spent the Christmas,Moving Cloud
334252474,473346541,25189832,11.0,-5511,181.3,hip hop,2004,122,102367,866,3745,41,"The Bronx, New York, NY",True Story,Hum Drum,Terror Squad / Remy / Prospect / Armageddon
334415271,400039657,25181995,2.0,-8654,229913,freestyle,2001,0.16,22929,304,22929,0.44,Not available,lo mejor de Luar na Lubre,Terra,Luar Na Lubre
334415271,366628416,25181995,5.0,-9711,104819,stoner metal,2007,654,98795,0.0,4708,0.09,Not available,Project: Death,45 Pounds,Hey Colossus
334519764,48456253,25179383,2.0,-12378,108153,blues-rock,2010,497,81268,0.7,23945,292,BELGIUM,Djekpa la you,Evigne,Dobet GnahorA(c)
334555146,502211221,25176771,0.0,-6131,138408,jazz,1994,813,18656,813,18656,466,"New Orleans, LA",She,Here Comes The Big Parade,Harry Connick_ Jr.
334555146,37986811,25176771,11.0,-8592,165971,tango,2009,95,9756,716,9756,996,Not available,Hear Globally: A Cumbancha Collection,C'est Moi,Rupa & the April Fishes
334555146,380004667,25176771,9.0,-2.62,127926,progressive house,2003,5,89833,927,43032,634,Not available,Situations,Rules of Attraction (Chris Cox),Tina Ann
334749431,554633231,25168934,2.0,-4237,85015,hip hop,0,18,94862,996,2393,0.0,"Chicago, IL",Lupe Fiasco's Food & Liquor,Kick_ Push II (Album Version),Lupe Fiasco
334782294,347598889,12321914,7.0,-12.69,126523,western swing,0,0.0,14694,0.0,14694,278,"Birmingham, AL",It's War Again,Dixie,Hank Penny & The Lincoln Penny Orchestra
334782294,6049634,25166322,9.0,-4576,125987,electronica,2006,79,137777,247,42724,603,Not available,AhA Vamos,La Excepcion,Gustavo Cerati
334793296,453270236,25161098,1.0,-9387,89984,soukous,0,254,147334,523,147334,569,"Sona-Bata, Zaire",Retro Years,Forever,Franco
334937284,358681693,25161098,0.0,-13327,106847,tejano,0,58,149668,917,38243,925,Not available,15 Exitos,MA!s Y MA!s,Mazz
335041777,388112774,15109179,0.0,-12898,127853,instrumental pop,0,351,14405,351,14405,806,"Toronto, Ontario, Canada",The Sound Of Music,Do Re Mi,Percy Faith
335041777,87361876,25150649,9.0,-10347,127369,dance rock,1983,3,172803,673,55092,7,"London, England",Valse Avec Bachir,This Is Not A Love Song,Public Image Ltd
335041777,43483809,25142812,7.0,-12009,86091,brazilian jazz,2009,68,290946,675,14772,391,"Sao Paulo, Brazil",Bossa Nova Stories,The More I See You,Eliane Elias
335138065,260338243,25137587,0.0,-10.85,126533,western swing,0,27,-657069,847,54443,335,"Paw Paw, WV",House Of Blue Lights,Big Balls And Cow Town,Asleep At The Wheel
335138065,256326774,25137587,7.0,-2911,119.91,hip hop,0,73,18893,868,18893,202,Not available,See My Trains Passin' Vol 1,Supervisor (Instrumental) (edition Tromo/RA1/4ckbank),Barry KA1/4nzel
335138065,403000799,25127138,5.0,-16218,138501,disco,0,238,69879,0.0,25684,534,"Chicago, IL",Greatest Hits Live,Intro,The Chi-Lites
335335108,497690507,25127138,2.0,-10415,113.86,country rock,1980,36,152596,769,54399,1.0,"Robbinsville, NC",The Essential Ronnie Milsap,Why Don't You Spend The Night,Ronnie Milsap
335335108,532482708,25121914,8.0,-4518,102889,post-hardcore,2007,55,33237,0.5,33237,0.35,Wales,The Great Wide Open,Juneau [Live],Funeral For A Friend
335368578,351170212,25121914,11.0,-5224,206376,dance pop,1993,3,77599,0.89,19294,388,Not available,Party Time,Macarena,Los Del Rio
335368578,320427615,25121914,5.0,-11733,76693,smooth jazz,1999,287,458296,0.0,6915,733,"Philadelphia, PA",Love Letters,Love Letter,Gerald Veasley
335368578,636287224,25116689,2.0,-10512,153396,folk-pop,2005,169,126874,0.0,51184,705,NY - New York City,Martha Wainwright,Who Was I Kidding,Martha Wainwright
335368578,704098839,25114077,2.0,-10086,102829,jazz rap,1991,197,154329,834,36402,161,"Queens, NY",The Best Of,Scenario,A Tribe Called Quest
335368578,266955186,25114077,8.0,-10099,158813,roots reggae,0,347,47096,0.0,9303,308,Jamaica,Pave the Way,Have you got a Minute to spare,Mikey Dread
335368578,417593317,25108853,4.0,-12538,131404,pop rock,0,942,67129,945,21028,42,Not available,Ta Yousoufakia,Pai Keros,Christos Dantis
335469462,284457919,25108853,9.0,-8173,179665,gaita,0,697,27639,697,27639,561,Not available,Las Mejores Gaitas Vol.3,El Barbero,Gaiteros de Pillopo
335547913,645982704,25103628,6.0,-5403,119346,blues-rock,2004,28,6928,0.69,19607,312,BorlA$?nge,Hurricane Bar,All My Senses,Mando Diao
335547913,439843854,25103628,7.0,-8539,136846,rock 'n roll,0,222,13156,1.0,13156,303,"Buenos Aires, Argentina",Prive,Alfil_ Ella No Cambia Nada,Luis Alberto Spinetta
335607264,296268954,25101016,7.0,-5536,117416,alternative rock,0,65,48185,1.0,48185,13,North Carolina,Big Johns,Didn't You Notice,JennyAnyKind
335651839,629476733,25095791,4.0,-5187,124505,roots rock,2007,35,99253,0.0,3277,836,"Berkeley, CA",Revival,Don't You Wish It Was True,John Fogerty
335677609,578993549,25085342,2.0,-8.19,135038,new wave,2001,5,103601,676,13672,215,"Crawley, England",The Cure - Greatest Hits (Deluxe Sound & Vision) PAL,Cut Here,The Cure
335677609,265861049,25085342,2.0,-12439,168935,dancehall,0,101,98701,628,27615,481,"London, England",The Real Rock,The Real Rock,Shinehead
335677609,364191244,25077506,10.0,-6188,177963,neo soul,2002,31,70244,708,35668,0.46,Not available,The Way I Feel,The Second One,Remy Shand
335691834,579416472,25074893,1.0,-2844,85366,gangster rap,2004,656,104209,816,33444,1.0,Not available,The Hunger For More,South Side Story,Lloyd Banks
335933116,565045659,25069669,1.0,-10504,104494,indie pop,1996,206,46009,206,46009,336,Not available,The BBC Sessions,Like Dylan In The Movies,Belle and Sebastian
335933116,47594129,14746077,4.0,-9769,186.6,ska punk,1989,68,55224,1.0,23268,356,"Boston, MA",Devil's Night Out,Do Somethin' Crazy,Mighty Mighty Bosstones
335935512,405115722,25067057,11.0,-8951,148234,nu metal,2003,86,66982,521,26846,228,Not available,Nothing To Remember,A Part Of Me,40 Grit
335935512,512197243,20973669,1.0,-9097,104492,hip hop,0,79,35024,0.0,35024,533,Japan,Callin' Out Remix 12,Do That There (Album Instrumental),Lyrics Born
336106342,402054897,24231138,7.0,-13715,143.29,louisiana blues,1985,0.0,8597,0.0,8597,0.86,"Bogalusa, LA",Rock'N Roll Gumbo,Doin' It,Professor Longhair
336106342,557187768,25053995,0.0,-12685,137.23,blues-rock,1988,31,81518,694,37509,0.67,"Ukiah, CA",Talk To Your Daughter,Talk To Your Daughter (Album Version),Robben Ford
336141578,30571906,25043546,1.0,-4691,96001,disco,0,8,65337,1.0,3997,718,Not available,10000 Km,10000 Km,La Portuaria
336186128,437036204,25033098,0.0,-9352,132335,bluegrass,1992,182,12723,1.0,12723,777,"Cross Lane, WV",The Ultimate Collection,Standing Knee Deep In a River (Dying Of Thirst),Kathy Mattea
336191156,49034381,25030485,5.0,-29521,49171,irish,0,853,747318,796,52289,273,Not available,Gift Grub 10 (Deluxe Edition),Bertie's Pets (Bonus Material),Mario Rosenstock
336191156,405115722,25027873,1.0,-11657,98431,gangster rap,1997,94,139417,705,72446,687,"South Jamaica, Queens",Love_ Peace & Nappiness,What's Wrong,Lost Boyz
336191156,433005077,25027873,9.0,-10612,85453,freakbeat,1967,0.86,78113,0.86,78113,886,"Middlesex, England",Our Music Is Red - With Purple Flashes,Hey Joe,The Creation
336191156,660381133,25022649,2.0,-21.45,139944,space music,1984,0.0,4616,0.0,4616,0.52,Not available,Deep Breakfast,Kathleen's Song / Ray Lynch,Ray Lynch
336219533,58222428,25014812,11.0,-6942,137846,gothic rock,0,267,52962,1.0,961,431,Vancouver BC,Kin-Burst 9104,Skincree,GAPtterdA$?mmerung
336304378,606630152,25006975,0.0,-6748,129.07,hip hop,1984,315,6537,1.0,6537,2,Not available,It's Like This - The Best Of,It's Like That,RUN-DMC vs. Jason Nevins
336327032,236566813,17535955,9.0,-13526,217327,chanson,0,618,28486,618,28486,0.37,Not available,The Gold Collection,Don't Break My Heart,Suzi Quatro
336391304,586086207,25004363,5.0,-6.53,163848,teen pop,2003,314,39587,0.0,378,633,"Dallas, TX",In This Skin,Be,Jessica Simpson
336419738,450992312,25001751,9.0,-5569,165621,oi,1987,1,95181,847,20057,367,England,Out Of The Gutter,Beginning Of The End,Cockney Rejects
336645937,766545451,24999138,11.0,-2617,128702,motown,1995,24,77199,878,29091,383,Not available,King Of Pop,HISTORY,Michael Jackson
336645937,406409656,24996526,4.0,-6872,120253,glam rock,0,155,127355,487,36634,525,"Tokyo, Japan",Boy's Life,Foreign Prince Of Tokyo,Vodka Collins
336645937,675887011,24993914,5.0,-11637,122831,british pop,2000,183,25299,869,25299,486,"Oxford, UK",The Best Of,Everything In Its Right Place,Radiohead
336668196,813305209,24993914,1.0,-7033,171918,hip hop,2001,134,5598,686,21246,857,Not available,Gorillaz,Rock The House (Explicit),Gorillaz
336726841,638877876,24993914,2.0,-8.08,118049,post-grunge,2005,2,104286,0.0,53294,355,"Manchester, England",New Pin,New Pin (edit),Oceansize
336726841,334706549,24993914,9.0,-13832,119981,hard rock,2005,869,46191,233,46191,959,United Kingdom,The Greatest Hits - Vol. 2,Take It For Granted,Atomic Rooster
336726841,212045406,24993914,7.0,-16454,180532,irish folk,0,461,90364,623,21261,593,Not available,Night Owl,Dangerous Dance,Dolores Keane
336726841,2391456,24993914,3.0,-15506,143869,ballad,0,61,44535,0.83,3989,641,"Port Elizabeth, South Africa",The Gentle Touch,The Rainbow Bridge,Danny Williams
336726841,264771972,24991302,6.0,-3.46,167988,new jack swing,0,106,48375,532,12584,526,Houston,Imitations Of Life,She's Actin Bad,H-Town
336726841,457072953,26072771,10.0,-9508,128713,blues-rock,1994,252,123161,0.38,30921,38,"Dallas, TX",Strange Pleasure,Don't Cha Know,Jimmie Vaughan
336744986,524063333,24986077,11.0,-4884,110576,hard rock,0,513,7735,25,20821,456,Not available,Senderos De TraiciA3n - EdiciA3n Especial,OraciA3n (Directo),HA(c)roes del Silencio
336816923,482100019,24983465,2.0,-7844,97701,blues-rock,1974,0.01,109195,834,48812,25,England,Hard Rock Live,Rock Steady,Bad Company
336820369,64068403,24983465,5.0,-4.73,100058,smooth jazz,0,442,170231,278,49447,269,Wyoming,Nightlife,East Bay Bounce,Paul Taylor
336820369,400879399,24983465,7.0,-6917,110013,europop,2005,59,128832,208,77799,405,Not available,Seelentaucher,Raketen,Hubert Kah
337199373,358500778,24980853,2.0,-5376,160.04,christian music,0,21,37988,826,37988,118,Not available,No Looking Back,Pray (Album Version),Damita
337507289,248617724,24980853,5.0,-15069,123474,blue-eyed soul,0,158,91302,516,41119,0.9,"Los Angeles, CA",Live,My Lady,Lee Michaels
337507289,261941177,24975628,6.0,-3523,104993,breakbeat,0,167,51285,1.0,51285,1,Ohio,Da Ghetto Psychic,Shoulda Did,Rated R
337507289,80166939,24975628,4.0,-7376,70708,hip hop,0,15,113424,824,30601,0.65,Not available,It's a shame,Have fi pray,Wilks featuring jah mason
337507289,307195018,24973016,1.0,-16808,162356,irish folk,0,924,117096,353,79364,747,"Finglas, Ireland",The Wandering Minstrel,The Little Stack Of Barley / Cronin's Hornpipe,SA(c)amus Ennis
337507289,386266837,24967791,8.0,-4177,120638,post-grunge,2004,34,10366,1.0,10366,625,Not available,LVL IV,Spotlight,Future Leaders of the World
337507289,668419369,24962567,2.0,-4673,152999,alternative rock,2000,21,63153,783,24329,412,"Chicago, IL",Rotten Apples_ The Smashing Pumpkins Greatest Hits,Real Love,The Smashing Pumpkins
337507289,375984302,24952118,3.0,-5951,98998,salsa,0,15,98471,955,37961,369,Not available,Music For My Peoples,Llegaste TAo,Huey Dunbar
337507289,262651205,24949506,7.0,-11.08,183205,teen pop,0,76,73739,0.46,6302,0.61,Not available,My Christmas EP!,Have Yourself A Merry Little Christmas (LP Version),George Huff
337593911,43483809,24949506,9.0,-11727,136936,dub,2007,262,34824,939,34824,729,Not available,The Invisible Conquest,Drop Sacrifice,Liquid Stranger
337858764,433728781,14555383,4.0,-5603,201123,skate punk,2006,49,13299,1.0,13299,518,"San Francisco, CA",Cuban Ballerina,Don't Lie,Dead To Me
337858764,215080319,24946893,2.0,-5547,100341,breakcore,1999,994,2033703,451,154645,498,"Berlin, Germany",60 Second Wipe Out,Revolution Action,Atari Teenage Riot
338068245,503381236,24944281,10.0,-9.94,93975,latin jazz,0,257,6098,986,6098,846,"Miami, FL",Dances_ Prayers_ & Meditations For Peace,Peace With Myself,Nestor Torres
338074486,198785349,24941669,2.0,-6693,167.92,freestyle,0,319,50432,0.0,14912,883,Not available,Oasis of Love,Next Time,Nadine Renee
338074486,322733178,24936444,2.0,-8665,145944,hip hop,0,92,71768,639,31306,811,"Philadelphia, PA",R.andom A.cess M.oney,Dirty South,Ram Squad
338104616,760299383,24928608,9.0,-10414,139999,twee pop,2005,4,110644,946,28038,263,Melbourne,In Case We Die,Need To Shout,Architecture In Helsinki
338110388,331534751,13978077,4.0,-11901,129391,bluegrass,1995,233,50185,1.0,50185,1.0,"Niagra, KY",The Unforgettable Grandpa Jones,Don't Look Back,Grandpa Jones
338126528,319565987,24925995,3.0,-6.57,115005,cumbia,0,44,144902,923,40078,0.05,Not available,Super Riddim Internacional Volumen 1,Recordar Es Vivir,El Gran Silencio
338129864,281209765,24923383,1.0,-5442,90963,chicago soul,0,382,102084,1.0,35625,394,"Indianola, MS",Call Me Mr. C,Scandalous (Soul and R&B),Willie Clayton
338129864,334252474,24923383,11.0,-7622,215595,latin jazz,0,264,619,898,619,356,Not available,A Arte De Moraes Moreira,Bateu No Paladar,Moraes Moreira
338400248,36324601,24920771,4.0,-14094,121001,meditation,0,0.08,116358,939,16342,515,Not available,Mosaic,Melodioso,Tom Barabas
338400248,642655961,24918159,9.0,-10362,147599,new wave,0,106,111699,749,28137,757,"London, England",Message In A Box,De Do Do Do_ De Da Da Da,The Police
338414819,662651979,24918159,1.0,-6297,84797,dance pop,2002,26,97927,967,26983,337,"Severn, MD",More Than A Woman,Tell Me,Toni Braxton
338414819,365951048,24918159,4.0,-7423,92972,lovers rock,0,19,122824,0.6,58877,346,Not available,Anything For You,Cover For Me,Freddie McGregor
338575027,774004274,24905098,1.0,-15775,95576,glitch,2004,28,255475,249,192069,704,Not available,Nightly Cares,Nightly Cares,MAom
338575027,252406051,24905098,0.0,-9.29,140462,salsa,0,22,76924,321,33764,534,Not available,Descarga Espectacular,El Ausente/ El Preso/ El Caminante/ Tania,Fruko Y Sus Tesos
338575027,349166902,24899873,0.0,-7181,124332,ccm,1998,259,97446,975,49251,282,"Charlotte, NC",Everlasting Love,Life,Cece Winans
338575027,39963949,24899873,9.0,-20349,143028,bass music,0,0.5,64464,788,22469,34,Not available,DJ Slugo Juke Chronicles Vol. 1,Bass To Bass,DJ Slugo
338575027,299877488,24899873,8.0,-7622,120055,arabesque,2006,62,58625,771,58625,276,Not available,KaASSak,Seni Unuturum,Ebru GA1/4ndes
338781245,354168955,24897261,2.0,-6918,125251,chinese music,0,16,144879,473,49034,263,Not available,Ultimate Colletion - Sandy Lam,San Geng Ye Ban,Sandy Lam
338781245,507962145,24892036,9.0,-9586,100342,dancehall,1995,3,153089,1.0,32747,0.36,Not available,Massive Reggae,Here Comes The Hotstepper,Ini Kamoze
338800176,171456703,24892036,7.0,-17955,99547,roots rock,0,567,94069,911,32834,734,Not available,Channel Fever,Still Waters,Chris Jagger
338800176,463264019,24892036,1.0,-12555,131964,post-grunge,0,0.19,52035,746,5732,959,"Austin, TX",This Is Where I Belong: The Songs Of Ray Davies And The Kinks,No Return (Album Version),Fastball
338846449,400306607,24886812,5.0,-5004,138517,new wave,1993,132,91714,762,4781,695,Not available,Das letzte Gefecht/Live,FA1/4r mich soll's rote Rosen regnen,Extrabreit
338846449,408110884,24881587,0.0,-8432,168193,christian metal,0,127,106686,861,106686,519,Not available,Immune,Someday (Immune Album Version),Soul Embraced
338920345,327258977,15187546,4.0,-6494,101926,dubstep,0,1.0,33499,1.0,33499,201,"Boston, MA",Live At The Rat,Don't Start Me Cryin' Now,DMZ
338946969,215080319,24878975,5.0,-11814,128598,blues-rock,1989,611,84672,611,84672,744,"Nottingham, England",Live 1990,Victim Of Circumstance,Ten Years After
338946969,544257506,24878975,1.0,-7805,116721,texas blues,1992,8,74277,1.0,2077,754,"Dallas, TX",Greatest Hits,Crossfire,Stevie Ray Vaughan
338946969,372393097,24863302,5.0,-31346,134538,meditation,0,231,81204,667,39473,0.4,Not available,Radiant Health & Well-Being,Natural Light (Subliminal Self-Help),Steven Halpern
338946969,382246363,24858077,10.0,-6.3,163992,zouk,0,28,16685,0.83,16685,864,FRANCE,Renaissance,SincA(c)ritA(c) (feat. Ludo),Leila Chicot
338992803,665576619,24855465,7.0,-13603,111958,dance pop,1994,591,160415,451,67792,57,"Bay City, MI",Bedtime Stories,Bedtime Story (Album Version),Madonna
338992803,330300584,17131057,0.0,-12596,141019,j pop,0,534,3039,534,3039,0.19,Not available,Flame In My Heart,Don't Stop Dan,Checkers
338992803,504307726,24852853,8.0,-6623,141493,hardcore punk,0,15,24703,359,24703,275,"New York, NY",Punk-O-Rama 3,Bad Seed,Wayne Kramer
338999979,456631399,24845016,7.0,-7836,124.04,ccm,0,112,124156,552,29671,0.0,Thaba Nchu,Seasons,Blue Moon,T-Bone
338999979,474795797,24837179,1.0,-5531,89145,reggae,0,0.42,175324,1.0,40436,394,"New York, NY [The Bronx]",8WM/Novakane,Novakane Groove,Black Sheep
339020747,494489518,24834567,8.0,-13434,65264,irish folk,0,601,70729,601,70729,954,Not available,Perfect Time,Song Of David (LP Version),Maire Brennan
339020747,788210711,24824118,7.0,-9024,142953,shoegaze,2005,5,41306,178,41306,853,"Lund, Sweden",Marie Antoinette (Original Motion Picture Soundtrack),I Don't Like It Like This,The Radio Department
339371214,501360613,24821506,0.0,-5668,124024,heavy metal,1997,112,94324,1.0,4435,809,"Los Angeles, California",Motley Crue / Rock Legends,Afraid,MAPtley CrA1/4e
339385126,684482573,24818893,9.0,-3798,117954,heavy metal,0,19,56793,1.0,5255,373,"Pasadena, CA",The Best Of Both Worlds,Can't Stop Lovin' You (Remastered Album Version),Van Halen
339404989,436904602,24818893,7.0,-6427,123633,blues-rock,0,705,6846,1.0,6846,178,Not available,Faith Healer,Faith Healer (Digital Single),The Gone Jackals
339408486,345045823,24816281,6.0,-6785,112.35,ballad,0,13,138331,911,2885,929,Massachusetts,Alma_ CorazA3n Y Vida,Alma_ CorazA3n Y Vida,Dyango
339408486,300172626,24816281,7.0,-11476,110494,glam metal,0,764,62649,764,62649,0.0,"Memphis, TN",Before & After,That's Not the Way Love's Supposed to Be,Tora Tora
339408486,33759306,24813669,2.0,-12173,100649,hip hop,0,451,69549,0.77,9992,16,"New York, NY",Paul's Boutique (20th Anniversary Remastered Edition),Shadrach (2009 Digital Remaster),Beastie Boys
339408486,215080319,24808444,9.0,-5927,97536,new romantic,0,0.07,90334,881,2941,582,Switzerland,Beauty Queen,Boy & Girl (Feat. Fiona Daniel),Serpentine
339408486,984346739,24805832,10.0,-4157,89958,alternative metal,2008,943,83506,1.0,17866,892,"Hanna, Alberta, Canada",Dark Horse,If Today Was Your Last Day (Album Version),Nickelback
339408486,589015659,24800608,1.0,-6635,184012,heavy metal,1981,22,5382,544,2152,1.0,"Pasadena, CA",Fair Warning,"Dirty Movies"" (Album Version)",Van Halen
339408486,537799608,24797995,6.0,-9237,160.26,indie rock,2008,94,247883,444,23084,355,"London, England",Intimacy - Remixed,Zephyrus,Bloc Party
339611732,445454526,24795383,11.0,-17664,119389,blue-eyed soul,1978,184,151233,916,50342,417,"Batley, England",Double Fun,Love Can Run Faster,Robert Palmer
339611732,601154787,24787546,0.0,-6.41,83891,latin,2008,857,111939,444,41207,505,"San Juan, Puerto Rico",Ricky Martin MTV Unplugged,Tu Recuerdo,"Ricky Martin Feat. La Mari de ""Chambao"
339614295,588649959,24777098,11.0,-5804,91981,gangster rap,2005,966,141707,981,11629,443,"Queens, NY",The Massacre (Ecopac Reissue Explicit),Outta Control,50 Cent / Mobb Deep
339627561,352232225,24777098,5.0,-8901,85157,pop punk,0,154,75775,781,5171,454,"Las Vegas, NV",Northern Downpour,Northern Downpour (Album Version),Panic At The Disco
339627561,567889146,24777098,5.0,-3756,132731,dance pop,2001,1,337041,1.0,247115,448,"The Bronx, New York",J.Lo,We Gotta Talk,Jennifer Lopez
339627561,334706549,24777098,10.0,-9522,93734,chicago soul,0,0.0,98133,1.0,34265,24,"Greenville, MS",Relaxin' With Tyrone,Sugar Daddy,Tyrone Davis
340030739,345717932,24777098,7.0,-16104,111063,pop,1998,281,9682,1.0,41546,445,Not available,David Summers,2.000 Kilometros,David Summers
340030739,304169503,24777098,7.0,-5652,150788,lovers rock,0,12,104594,1.0,6954,484,Not available,Strictly The Best Vol. 31,Good Old Dancehall Vibes,Beres Hammond Feat. Jah Youth
340046154,365841574,24774485,0.0,-13546,120444,jazz funk,1980,93,169941,519,66521,0.14,"London, England",The Best Of The Light Of The World,Pete's Crusade,Light Of The World
340080014,265861049,24771873,0.0,-6533,155173,alternative metal,2008,49,118124,133,41513,268,"Denver, CO",Stronger_ Faster_ Science,La Matanza,Grace Gale
340275507,377800189,24769261,9.0,-6741,96127,ccm,0,21,241406,0.0,116511,427,Not available,Wide Wide World,You Were The One (Wide Wide World Album Version),Erin O'Donnell
340332521,334851271,24766649,7.0,-5963,132892,dance pop,2003,23,95563,0.73,4725,447,"Rochester, MI",Becstasy,If You Love Me,Becky Baeling
340497417,2359896,24766649,2.0,-9305,116024,greek,0,1,58626,774,7341,491,Not available,To Fili Tis Zois,Dio Nisia,Giorgos Sabanis
340523827,1082502557,24764036,7.0,-5597,81.53,hip hop,2005,0.54,49673,0.0,49673,569,"Atlanta, GA",Late Orchestration,Diamonds From Sierra Leone,Kanye West
340632715,313562114,24764036,0.0,-7065,114013,lovers rock,0,0.1,262771,499,51591,0.85,Not available,Strictly Lovers Rock Vol. 3,Ask You for a Dance,Freddie McGregor
340632715,698494468,24758812,10.0,-8512,121524,hardcore punk,1994,349,100643,774,51489,438,"Los Angeles, Ca",Stranger Than Fiction,Infected,Bad Religion
340632715,342537003,24758812,2.0,-8006,105.78,chinese music,0,0.0,68161,719,11137,454,Not available,Upclose Candy Lo,Ma Zui,Candy Lo
340632715,265861049,24753587,5.0,-8069,110.04,tech house,1996,45,97104,988,42487,811,"Aberdeen, Scotland",Heal (The Separation),Heal (The Separation) [H.E.L.P Breakbeat],The Shamen
340750194,265861049,24748363,7.0,-5154,86061,alternative metal,0,39,161348,1.0,29426,163,Not available,Elemental Evil,Pork Chop Sandwich,Hinge
340915136,547952942,24748363,7.0,-3402,231851,death core,2008,39,128171,588,24591,714,Not available,Ley Lines,Intensity In Ten Cities,Embrace the End
341061399,43870167,24737914,7.0,-10069,84973,gangster rap,0,4,76928,581,5771,179,Not available,The Unforgiven Vol. 2.5,Assisted Suicide 2.5,X-Raided
341061399,355285536,24732689,0.0,-11.61,71084,chanson,2001,52,122103,774,48972,0.19,Not available,Croc' noces,Flute,Les Ogres De Barback
341061399,253834736,24732689,6.0,-8405,90666,blues,2005,453,51711,86,51711,183,Not available,In Your Arms Again,Come To Find Out,John Hammond
