artist.hotttnesss,tempo,familiarity,duration,loudness,terms,mode,key,year,title,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,key_confidence,end_of_fade_in,latitude,location,longitude,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,terms_freq,time_signature,time_signature_confidence,artist.id
0.393359338,86684,0.440258822,263.73179,-10235,Pop,1,1.0,2008,Be My Lover,Brenda Boykin,,0.0,307,3.50374,0.73,0.64754,621,943,37.15735675013362,Not available,-63.933357868519515,588,726761,Music For Cocktails - Fashion Show,AR1G54N119B3403875,,SOXIBUG12AB018914B,251861,0.0,0.18773,0.9992591,5.0,1.0,ARDUBUY12086C1464B
0.371786734,88072,0.590360325,320.44363,-11415,Pop,1,5.0,1992,Washed Away,Tom Cochrane,country,1.0,39,0.81052,954,0.12907,0.85,0.0,56.85147,"Lynn Lake, Manitoba, Canada",-101.04893,536,24411,Mad Mad World,ARYVGP31187B9A531A,0.531722098,SOCGBIR12A6D4F601E,294702,889,0.12907,0.963241515,4.0,481,ARY1VGA1187FB5A39E
0.336191156,64901,0.377034085,371.87873,-23876,Pop,0,10.0,0,Angel Of Heaven's Gate,Erik Berglund,,0.0,128,34.95045,308,0.7598,124,2281,31.1689,Texas,-100.07715,709,251149,Angelic Harp Music,ARPSPUK1187B990191,,SOPEYTA12A8C1352AB,361268,93,0.13822,0.875736185,7.0,404,AR0JEOI1187B98B918
0.576903816,111541,0.833967972,231.23546,-4818,Pop,0,0.0,1985,American Ghost Dance (2003 Digital Remastered),Red Hot Chili Peppers,alternative rock,3.0,24,1.09757,887,0.54156,213,229,37.15735675013362,Not available,-63.933357868519515,186,59411,Freaky Styley,ARCE0H01187B9AF741,,SOMJNVK12A6D4FC4B2,225448,808,0.27232,0.936098431,4.0,731,ARE8GLF1187FB52532
0.445321878,88662,0.611381595,95.50322,-28506,Pop,1,2.0,1997,Voices,James Newton Howard,american,1.0,51,2.10339,0.0,0.72038,241,0.0,37.15735675013362,Not available,-63.933357868519515,432,275798,The Happening,AR1YFM81187FB3DC28,0.323112121,SOFFFRA12A81C2059A,95503,58,0.72038,0.957240203,3.0,875,ARSZIBW1187B994053
0.18721329,136984,0.374024633,134.97424,-6223,Pop,0,10.0,2009,Song 2,Faith Yang,taiwanese,1.0,0.0,1.16382,924,0.28724,452,7843,37.15735675013362,Not available,-63.933357868519515,364,446676,Self-Selected,ARHYS6D1187FB5BBA4,0.212045406,SODOKPF12AB01817F4,119269,1.0,0.06809,0.964588156,4.0,876,ARNV7U61187FB54DCB
0.263509097,60013,0.31569241,842.10893,-30.14,Pop,1,7.0,0,Binaural Presentation - Focus On A Beam Emptied Of Thinking_ Outward...,Roger Reynolds,,0.0,807,0.57795,807,0.57795,346,4441,37.15735675013362,Not available,-63.933357868519515,331,175508,Process And Passion,ARBXNPL1187B9B230C,,SOSZOXP12A6D4FB9A9,803979,93,0.10102,0.894175192,1.0,0.0,ARPK1CM1187B9B6B9C
0.43676907,68326,0.641172818,302.62812,-16252,Pop,0,5.0,1955,Sophisticated Lady,Toots Thielemans,guitarist,1.0,0.89,0.3994,0.89,0.3994,61,322,50.84838,"Brussels, Belgium",4.34968,307,398646,Only Trust Your Heart,ARFACVS1187B98C226,,SONRBMW12AB017E52D,290783,0.77,0.11057,1.0,1.0,729,ARC0MTS1187FB44C21
0.43678295,124771,0.612640524,295.49669,-9.32,Pop,1,7.0,0,Watch Them,SOJA,,0.0,681,0.5764,681,0.5764,278,0.0,37.15735675013362,Not available,-63.933357868519515,228,773670,Soldiers of Jah Army,ARVIZLO1187FB3DA48,,SOGELYI12AB01886B1,293.21,906,0.33325,0.990171938,1.0,0.0,ARVWNTI1269FB34C59
0.462190105,91318,0.624252499,145.13587,-12653,Pop,1,4.0,1990,I Guess I'm Crazy,Jim Reeves,classic pop and rock,1.0,753,0.1702,1.0,0.1702,722,345,32.20049,"Galloway, Panola County, TX",-94.35887,749,295599,RCA  Country Legends,AR0X3JJ1187FB3A9A7,,SOXZNEF12A8C137AD7,141038,577,0.1702,1.0,4.0,785,ARZVTZN1187FB579D4
0.362218957,177945,0.608703568,154.74893,-9059,Pop,0,0.0,0,Asheville Turnaround,The Del McCoury Band,folk,1.0,413,0.68288,888,0.3445,296,305,37.15735675013362,Not available,-63.933357868519515,124,757773,It's Just The Night,ARQJR4T1187FB3D259,0.518759898,SOHECOV12AB018D6A2,145131,426,0.17574,1.0,4.0,0.19,AR7KA5V1187FB44E6B
0.116156134,102.77,0.27790004,156.49914,-6779,Pop,0,5.0,0,Pour toute la vie,Les Hou-Lops,,0.0,1.0,0.11575,1.0,0.11575,0.0,85,37.15735675013362,Not available,-63.933357868519515,135,654064,"Tout ira trA""s bien",AR3CJOA1187B9A3528,,SOKMSOY12AB018AF1F,152317,1.0,0.11575,1.0,1.0,0.0,ARRESZG1187B9A3FBF
0.0,129974,0.251104742,203.83302,-13657,Pop,0,9.0,0,Spacer,Ketty DB,,0.0,4,0.77395,1.0,0.31206,168,281,37.15735675013362,Not available,-63.933357868519515,0.34,564694,Spacer,ARVOAMQ1269FB33A58,,SONUXWL12AB0188E85,191321,0.95,0.08111,1.0,4.0,13,ARLYPKH1241B9C7185
0.385470551,110209,0.535292736,185.57342,-6604,Pop,0,1.0,0,Morning's Coming,Jeff And Sheri Easter,,0.0,27,1.53629,0.87,0.44119,0.31,537,37.15735675013362,Not available,-63.933357868519515,545,29466,Sittin' On Cloud Nine,ARHNMEZ11F50C4706C,,SOOVAZY12A6D4F8CFC,173476,718,0.44119,1.0,4.0,1.0,ARKFYS91187B98E58F
0.300405375,96972,0.392710303,238.00118,-11121,Pop,1,9.0,0,Backlash,Sonic Subjunkies,,0.0,354,0.3874,871,0.3874,591,136,37.15735675013362,Not available,-63.933357868519515,441,505430,Live At The Suicide Club,ARZTL1Z1187FB4E98E,,SOMQTWO12AB0183211,230.11,563,0.17307,0.991696732,4.0,438,ARO6WZY1187FB3A86E
0.527548582,196141,0.697174183,378.95791,-5856,Pop,0,5.0,2009,Broke Down On The Brazos (Album),Gov't Mule,southern rock,2.0,63,0.80232,0.0,0.1883,138,856,37.15735675013362,Not available,-63.933357868519515,267,626791,By a Thread,AREGX5K1187B9B6C9E,0.776573883,SOPWTLC12AB0184E34,351881,0.46,0.0346,1.0,4.0,617,ARPUEAL1187FB57814
0.376514231,82752,0.555765,126.58893,-9568,Pop,0,2.0,0,Popsy,Ray Conniff,,0.0,0.0,0.73458,1.0,0.73458,504,131,41.94508,"Attleboro, MA",-71.28109,528,310929,Happiness Is,AR5I9M11187B9BA574,0.0,SOKXISM12A8C14335E,122868,1.0,0.36004,1.0,4.0,393,ARXZIHJ1187B9A4ED9
0.38238937,85.2,0.519686313,193.59302,-11.08,Pop,1,4.0,0,She's About A Mover,Sir Douglas Quintet,,0.0,46,1.44188,1.0,0.7365,818,282,29.42449,"San Antonio, TX",-98.49462,706,71408,The Complete Mercury Masters,ARYF7LJ1187FB38BAE,0.0,SONURCP12A58A784D6,188488,1.0,0.37803,1.0,4.0,0.0,AR25LGJ1187B9B2492
0.395999523,107932,0.612912573,189.20444,-9113,Pop,0,0.0,0,Christe Eleison (Christ Have Mercy) (Center Of My Universe Album Version),Michelle Tumes,,0.0,35,1.50732,742,0.39559,646,0.27,37.15735675013362,Not available,-63.933357868519515,573,29258,Center Of My Universe,ARCQGTE1187B98F814,,SOJHUPK12A6D4F69DC,173267,312,0.11766,1.0,4.0,674,ARHTRR71187B98F305
0.363930188,119712,0.552021062,141.42649,-9379,Pop,1,6.0,1963,Come See,Major Lance,,0.0,1.0,0.50413,1.0,0.50413,781,892,41.88415,"Chicago, IL",-87.63241,595,284620,The Very Best Of Major Lance,ARXMHWC11F50C50A25,0.460484845,SOYVWTC12A8C135865,135308,594,0.25788,0.947557773,1.0,123,ARCBYJW1187FB51FD8
0.341376268,121871,0.552053803,255.84281,-7532,Pop,1,1.0,2003,Ghetto,Bad Azz,,0.0,727,1.41646,717,0.49077,278,167,37.15735675013362,Not available,-63.933357868519515,402,451472,Money Run,ARLMHFV1187B9A3833,0.591754161,SOMAFMA12AB0182DB4,255843,0.01,0.25293,1.0,4.0,915,AREB22L1187B9A4BCE
0.38072824,105732,0.551477434,172.48608,-17877,Pop,1,6.0,0,This White Circle,Kitty Wells,country,1.0,0.06,1.7506,838,0.57812,546,172,37.15735675013362,"Nashville, TN",-63.933357868519515,0.57,341869,Wings Of Angels,ARNG1DH1187FB3AB56,,SOIMJSO12AB0182125,163143,547,0.27505,1.0,4.0,0.0,ARQILMW1187B9890DA
0.0,102008,0.208373973,267.75465,-5136,Pop,0,9.0,2008,WristStraining Order,Defect & Quixotic,,0.0,404,0.70149,0.0,0.09841,0.0,682,37.15735675013362,Not available,-63.933357868519515,95,252213,Return Of The DJ 5.5 Optimized,ARBTHUE11F4C83E287,0.435954145,SOADZHL12A8C13CE75,250346,455,0.09841,1.0,4.0,506,ARFJXTS11F4C83E24E
0.049034381,84769,0.334542784,339.33016,-7018,Pop,1,7.0,0,Radio Roy II,Mario Rosenstock,,0.0,89,0.6931,0.0,0.6931,244,403,37.15735675013362,Not available,-63.933357868519515,431,281000,Gift 2,AR48TAR1187B98DC55,,SOJGVAK12A8AE46A93,330286,735,0.2167,0.941261626,5.0,0.63,AROIHOI122988FEB8E
0.0,104448,0.279531683,205.71383,-8265,Pop,1,7.0,0,Down at the Mardi Gras,Rockin' Dopsie_ Jr.,,0.0,22,1.30914,692,0.17897,692,0.0,37.15735675013362,Not available,-63.933357868519515,454,609492,Ultimate Mardi Gras,ARKJHKX1187FB5AEE5,0.313562114,SOZZWBA12A8C13F403,201253,15,0.03339,1.0,4.0,759,ARYLG3I119B8668696
0.560819769,129.97,0.768004235,268.06812,-5051,Pop,1,1.0,0,Love Dump (Demo Version),Static-X,industrial metal,2.0,908,0.67289,908,0.67289,639,583,32.61436,Alabama,-86.68073,592,7801,Beneath...Between...Beyond...,ARYD9VP1187B9ADCC2,0.71014366,SOWLAHO12A6701E3D1,255106,337,0.67289,1.0,1.0,0.0,ARHRY5S1187B99B96F
0.0,185.76,0.063480796,149.36771,-7798,Pop,1,8.0,1999,No-Satellites,She Satellites,,0.0,385,0.41858,705,0.14938,0.0,102,37.15735675013362,Not available,-63.933357868519515,0.1,505440,Poison Lips,ARP5GN61187FB5B1A3,,SOBDFTE12AB017ECA9,140173,705,0.14938,0.999358866,3.0,832,AR4C7UZ1187B9AB278
0.319103222,141205,0.767815064,243.98322,-7807,Pop,1,7.0,0,Roorasty,Saman,,0.0,34,1.23446,568,0.38198,0.27,0.0,37.15735675013362,Not available,-63.933357868519515,388,554752,Koocheyeh Khatereh,ARMQBZV122C8673606,,SOKRRKZ12AB0182EF8,241464,0.0,0.16886,0.934829203,3.0,1.0,ARYLQVR11F50C4EFC2
0.574497026,177662,0.796420044,366.39302,-6788,Pop,0,8.0,1994,Call Of Da Wild,OutKast,funk,2.0,131,0.60687,316,0.26842,444,0.0,33.74831,"Atlanta, GA",-84.39111,483,294879,Southernplayalisticadillacmuzik,ARV4KO21187FB38008,0.757471387,SOTEZMZ12A8C138355,362162,521,0.26842,0.946580686,4.0,674,AR3MSAN1187B98F06B
0.766545451,131319,0.86652032,281.73016,-4843,Pop,1,5.0,1987,Dirty Diana,Michael Jackson,pop,4.0,147,1.14472,0.0,0.2272,345,1047,37.15735675013362,Not available,-63.933357868519515,174,312343,Michael Jackson: The Ultimate Collection,ARG5N201187FB570F1,,SOXOMUO12AF72AA7D1,270269,382,0.2272,0.999971562,4.0,797,ARXPPEY1187FB51DF4
0.430055177,87557,0.572470888,342.7522,-14419,Pop,1,11.0,0,Single Man Blues,Bukka White,,0.0,72,1.61306,629,0.09305,64,421,33.89627,"Houston, MS",-89.00018,815,227369,Sky Songs,ARE2QID1187B98FA19,0.0,SOXHAHK12A6D4FBEBA,331233,528,0.09305,0.979290736,5.0,612,ARNEL2O1187FB4421A
0.0,120984,0.476748648,220.08118,-13308,Pop,1,0.0,0,Mother's Day Part 1,AFS,,0.0,19,0.35845,454,0.35845,465,4284,54.31392,Great Britain / UK,-2.23218,456,64739,Mother's Day,ARDHZTO11EB9C8109C,,SOSGLIB12A6D4FB68D,211528,374,0.10893,1.0,4.0,1.0,ARW4ZCO1187B9B22D3
0.462190105,151.73,0.624252499,121.73016,-12744,Pop,1,11.0,1994,I'd Like To Be,Jim Reeves,classic pop and rock,1.0,11,0.20702,754,0.20702,712,165,32.20049,"Galloway, Panola County, TX",-94.35887,705,303109,Legends,AR0X3JJ1187FB3A9A7,,SOPQNUE12A8C13DB5A,116878,563,0.20702,1.0,3.0,878,ARZVTZN1187FB579D4
0.411195688,105.95,0.642280769,222.69342,-8209,Pop,0,10.0,0,Weightless (Demo),Wet Wet Wet,uk,1.0,29,0.85277,592,0.85277,763,0.0,55.8578,"Glasgow, Scotland",-4.24251,724,198441,Weightless,AROXQGK1187FB4560B,,SORGAWM12A8C135D4C,213113,0.0,0.5571,1.0,4.0,0.85,AR35YUO1187B9AD83E
0.313538459,150.23,0.587515495,220.42077,-2588,Pop,1,9.0,2005,Conqueror Worm,Tsar,,0.0,313,0.41261,372,0.41261,607,0.0,37.15735675013362,Not available,-63.933357868519515,0.59,31324,Band-Girls-Money,ARFB3WE1187B9A7514,0.358976526,SOPRQKQ12A6D4F82CE,215017,629,0.21269,0.875923082,4.0,347,ARSNTX51187B989CA2
0.448653471,90099,0.641197515,144.19546,-12031,Pop,1,3.0,2005,White Christmas,Martin Sexton,american,1.0,108,0.6038,545,0.6038,775,212,37.15735675013362,"Syracuse, NY",-63.933357868519515,768,544622,Camp Holiday,ARZF30Z1187FB53ED3,0.239629098,SOFXOIF12AB0182415,139163,1.0,0.27545,0.934193031,3.0,868,AR4TLW81187B99683D
0.392994623,177465,0.599133769,91.74159,-12671,Pop,1,0.0,2000,Arrows Of The Gods,Elliot Goldenthal,american,2.0,107,1.18178,959,0.51773,0.0,243,40.71455,"New York, NY",-74.00712,0.0,292189,Titus - Original Motion Picture Soundtrack,AR2EM731187B991455,0.355285536,SOZWBQS12A8C13701C,81786,403,0.35255,0.903228815,4.0,875,ARZVEF91187B9AC770
0.325304674,125294,0.498991673,262.55628,-10325,Pop,1,0.0,0,San Juan,Dave Valentin,jazz,1.0,792,0.69676,993,0.21288,674,405,51.73569,"Chelmsford, England",0.47791,722,481841,Primitive Passions,ARATU8J1187FB3EC93,0.0,SOZCDMD12AAF3B2185,257974,486,0.21288,1.0,4.0,0.0,ARD6L7O1187B995ADA
0.401997543,92571,0.581793766,188.05506,-5022,Pop,1,2.0,0,Classic Material,Casual,,0.0,947,1.08155,0.0,0.4345,475,241,37.15735675013362,California - LA,-63.933357868519515,474,249472,Truck Driver,ARV4KO21187FB38008,0.0,SOZWTCR12A58A7BA31,186027,855,0.11098,1.0,4.0,725,ARD7TVE1187B99BFB1
0.271527658,138755,0.348920356,211.74812,-7461,Pop,1,0.0,0,Groovin' With Jimmy,Jimmy Burns,,0.0,82,0.5719,931,0.5719,605,194,34.0737,"Dublin, MS",-90.49217,609,487396,Back To The Delta,ARPL7UL1187B99B931,0.0,SOJIIDB12AB017BC10,202809,0.22,0.35684,1.0,3.0,0.97,ARP5MSK1187B99A54C
0.288726537,90073,0.498230072,152.97261,-11339,Pop,1,5.0,0,Au mariage des Levon-Lecu (Live),"Claire ElziA""re",,0.0,709,0.35162,0.0,0.35162,798,972,37.15735675013362,Not available,-63.933357868519515,661,804889,La vie va si vite (Live),ARZB0BS1187FB45F1D,0.0,SOPAKUZ12A8C13F02B,136737,606,0.18406,1.0,4.0,437,ARZLCTV1241B9C4D46
0.409818412,134279,0.642358176,206.96771,-22504,Pop,1,8.0,0,Wonderful Peace,Dino,,0.0,143,3.01007,0.0,0.28923,495,0.0,34.15917,"Encino, CA",-118.50119,696,581881,Quiet Time,ARCJMMQ1187B98D1FD,0.275830565,SOFBLKT12AB018A5E3,184645,0.0,0.28923,1.0,7.0,813,ARUGX5X1187FB468C4
0.43659934,125008,0.632718261,420.15302,-9801,Pop,1,0.0,2007,Mate Tron,Luke Vibert,electronica,1.0,9,0.5412,0.0,0.06752,572,996,37.15735675013362,Not available,-63.933357868519515,611,793116,Mate Tron,ARYPTWE1187FB49D64,0.400039657,SOZTOSX12AC468AD34,411109,345,0.06752,0.924296241,4.0,989,ARIMJFK1187FB4ED3E
0.345935702,111046,0.649155774,285.77914,-5956,Pop,0,5.0,0,Time Will Tell,Ice,,0.0,11,0.71784,1.0,0.17889,592,136,37.15735675013362,Tennessee,-63.933357868519515,558,355995,Darkest Light,ARB1YZM1187B9A639E,0.503576224,SOIMZSM12AB0188CB8,276793,826,0.04449,1.0,4.0,739,ARZAHDN1187B9B4BED
0.397249735,100088,0.506734505,65.51465,-22.71,Pop,1,3.0,2009,Ladies And Gentlemen,Spiral Stairs,,0.0,0.24,3.93184,88,0.29853,71,2.27,37.15735675013362,Not available,-63.933357868519515,391,594703,The Real Feel,ARLFPQB1187B994679,0.265861049,SOHLATT12AC3DF4D4B,60929,88,0.29853,1.0,5.0,695,ARQXAGC12472CE2BBD
0.500691341,131948,0.643182773,366.28853,-13018,Pop,0,9.0,1999,E,Rea_ Chris,rock,1.0,157,0.76733,854,0.31144,572,113,37.15735675013362,"Middlesbrough, England",-63.933357868519515,585,17220,The Road To Hell Part 2,ARFWLXM1187B9B5EE5,0.467574948,SOVOBYK12A67ADD753,347469,0.0,0.0835,0.961375214,4.0,0.04,AR3793X1187FB50CB3
0.455825979,120022,0.700208518,326.60853,-4136,Pop,0,3.0,2006,Deviate From The Form,Scar Symmetry,melodic death metal,1.0,12,0.53789,693,0.53789,692,0.0,62.19845,Sweden,17.55142,578,217092,Pitch Black Progress,ARGJLIC1187B9B6CDB,,SOEMFLG12CF530D4F6,296536,389,0.41386,1.0,4.0,786,ARBD4QW1187FB42153
0.480724781,146.24,0.722105298,180.00934,-10702,Pop,1,7.0,1993,Mambo Tipico,Tito Puente,jazz,2.0,782,0.28435,782,0.28435,57,612,37.15735675013362,"New York, NY",-63.933357868519515,481,585414,Mamborama,ARZCHLM1187FB495C3,0.215080319,SOKCUMS12AB018D4A0,173.25,729,0.0932,1.0,1.0,0.0,AR02IU11187FB513F2
0.536219993,91922,0.767768809,213.13261,-5382,Pop,1,7.0,1997,The Door,Silverchair,post-grunge,4.0,166,0.98363,284,0.31572,0.0,0.0,37.15735675013362,Newcastle,-63.933357868519515,0.0,284195,Freak Show,ARXDFN01187B9AE80E,0.738814996,SORKKTY12A8C132F3E,203372,169,0.31572,0.998639971,4.0,357,ARIH5GU1187FB4C958
0.379671125,80391,0.588827101,197.40689,-13984,Pop,1,0.0,0,Dichoso,Willie Bobo,,0.0,329,2.0182,513,0.32327,676,0.0,40.79195,"New York, NY [Spanish Harlem]",-73.94512,602,59744,Willie Bobo's Finest Hour,AR1N6N61187FB4E25E,0.277188433,SOHMWJD12A6D4FAB76,187559,867,0.32327,0.965406124,3.0,874,AROUOZZ1187B9ABE51
0.710879071,164002,0.820072418,215.82322,-4176,Pop,0,1.0,2005,Better Luck Next Time,Lifehouse,,0.0,25,0.29105,546,0.29105,375,0.0,34.05349,"NORTH FORT MYERS, Florida",-118.24532,459,297944,Lifehouse,AR07SOR1187FB46179,0.661576692,SOQLWQU12A8C13C87E,203.9,749,0.29105,0.99955727,4.0,0.0,ARUTEVU1187B9ACAF9
0.303618163,98501,0.603550952,223.60771,-6804,Pop,1,5.0,1999,Todo Lo Que Soy,Carlos Ponce,,0.0,15,0.87422,1.0,0.26867,791,229,37.15735675013362,Not available,-63.933357868519515,515,157882,La Historia,ARAUEGC1187B9A1C17,,SOVRVBI12A8C13AA09,214013,665,0.11575,0.86803755,4.0,786,ARB5S4L1187FB4AD20
0.545571961,93376,0.630550568,219.68934,-10208,Pop,1,0.0,0,La mujer que no sone (Album),Ricardo Arjona,,0.0,42,1.4879,478,0.18062,724,78,37.15735675013362,Not available,-63.933357868519515,0.74,786584,Solo,ARKKWTD12086C16221,0.645159447,SOPHJIS12AC3DF5FA3,213.2,733,0.18062,0.892843,3.0,448,ARLUF1T1187FB3603B
0.377849173,151699,0.689793071,252.65587,-7825,Pop,0,1.0,2005,Baby Don't You Change,Tyrone Wells,,0.0,21,0.20218,933,0.20218,561,3553,34.05349,California - LA,-118.24532,536,384801,Hold On,AR8897W1187B9B3AE6,0.722844728,SOSAFCZ12AAFF41CD4,249678,942,0.20218,1.0,4.0,831,AR7MNIX1187B9A2A68
0.542289933,151284,0.7087354,237.66159,-4651,Pop,1,2.0,2002,Early In The Morning,B.B. King,jazz and blues,1.0,99,0.6488,0.39,0.24965,755,0.0,37.15735675013362,"Memphis, Tennessee",-63.933357868519515,504,460183,Hurricane Relief: Come Together Now,ARAYCK21187B98EBFD,,SOAEUQV12AB01813F8,235096,875,0.24965,0.903831242,4.0,162,AR4GAFY1187B9B639D
0.341288723,103666,0.518743959,189.51791,-19944,Pop,1,0.0,0,Sportin' Life,John Sebastian,american,1.0,116,3.55274,991,2.38975,644,2519,53.79449,Leeds,-1.54658,0.77,387596,Tarzana Kid,ARSZWK21187B9B26D7,0.0,SOWENLZ12AB017F81F,181365,568,2.09103,0.994543804,3.0,1.0,ARY4M3J1187B9AC94C
0.267124867,197704,0.360729206,153.25995,-12187,Pop,1,5.0,0,Valse Des Montagnes,Andre Verchuren,,0.0,0.0,0.1059,0.0,0.1059,647,0.0,49.34463,Neuilly-sous-Clermont (Oise),2.40955,458,271042,Tango Pour Madameon,AR4I72F1187B9A0D85,,SOTWWLY12A6D4FAF77,147.76,221,0.1059,0.884635252,1.0,0.0,ARD7U0O1187FB5531A
0.455825979,110107,0.718381342,237.84444,-3492,Pop,1,1.0,2008,The Three-Dimensional Shadow,Scar Symmetry,melodic death metal,1.0,7,2.62258,497,1.53692,651,3117,62.19845,Sweden,17.55142,272,263504,Holographic Universe,ARGJLIC1187B9B6CDB,0.71010151,SOZSSCO12AF72A554D,233674,349,1.35642,1.0,4.0,853,ARBD4QW1187FB42153
0.484124713,89676,0.693258488,204.85179,-11112,Pop,1,2.0,2007,Souvenirs,Concretes,rock and indie,1.0,7,0.88249,645,0.21379,579,0.16,59.33217,"Stockholm, Sweden",18.06243,629,345367,Hey Trouble,AR43QZX1187B98D2F6,0.48306456,SOHOZCG12A8C13EB23,191083,939,0.21379,0.963612169,4.0,1.0,ARDPFGP1187B98A58A
0.332970152,150404,0.489629327,267.65016,-10097,Pop,1,7.0,1992,Train Tracks,Izzy Stradlin And The Ju Ju Hounds,,0.0,132,3.81483,311,2.99051,781,8.11,37.15735675013362,Not available,-63.933357868519515,612,55888,Izzy Stradlin And The Ju Ju Hounds,ARJMHAA122BCFC8C4D,0.537503904,SOHPTTD12A6D4F6FE6,263784,61,2.99051,0.892352697,4.0,0.0,ARZ39UI1187B989289
0.348164621,157897,0.497655378,223.29424,-6.87,Pop,0,1.0,0,Unchain Us,Don Campbell,,0.0,114,0.72072,605,0.34004,35,2473,37.15735675013362,Not available,-63.933357868519515,0.32,445244,Reggae Hits Vol. 35,ARU70PY1187B98F00F,0.417313803,SOUQYAU12AB0181058,220642,605,0.15349,0.988052595,4.0,284,ARA7LD41187FB4DC0C
0.463025076,166929,0.56681391,214.04689,-9214,Pop,1,8.0,0,Carry The Light,David Lynch,jazz,1.0,146,0.45837,763,0.45837,643,0.0,37.15735675013362,California,-63.933357868519515,527,464778,Good Wood,AR1PCLK1187FB5BBFF,,SOQJGUH12AB018410B,200858,486,0.27659,0.887767463,7.0,214,AR681HS1187FB5BBFE
0.401050646,139026,0.559088469,269.7922,-8796,Pop,0,11.0,0,Hot Weiners (All The Way),Cotton Candy,,0.0,39,0.85434,1.0,0.42071,7,3.1,37.77916,California - SF,-122.42005,269,777566,Top-Notch & First-Rate,AROOF4D1187FB57DC1,,SOTSVBB12AC3DF9F77,269792,1.0,0.20443,1.0,4.0,1.0,ARH0ZIQ1187B99EC94
0.350349277,139499,0.477295629,336.79628,-8978,Pop,1,2.0,0,Down_ Down_ Down,Frank Marino & Mahogany Rush,,0.0,0.04,1.92021,0.7,1.47717,684,2763,37.15735675013362,Not available,-63.933357868519515,504,283653,Tales Of The Unexpected,ARYCP7D1187B99516B,,SOLCFZV12A8C131BB7,336796,59,1.33093,1.0,4.0,0.0,ARSPUHE1187B99DB8A
0.312432868,160663,0.496333302,192.70485,-9947,Pop,1,1.0,0,Call The Police,John Wayne,actor,1.0,47,0.50148,443,0.1221,0.0,0.0,37.15735675013362,Not available,-63.933357868519515,0.0,186311,1985 Sleng Teng Extravaganza,ARGBP831187B9AF8E5,,SOFLHNX12A8AE4630C,186578,1.0,0.1221,0.983099054,4.0,646,ARIXGOC1187FB54F4B
0.334749431,63359,0.45430156,187.97669,-10085,Pop,1,2.0,0,Scared,The Incurables,,0.0,45,1.16561,532,0.22341,692,183,38.2589,Missouri,-92.43659,856,588642,Fade,ARJFJIN11E8F5C0FEA,,SOAKFDN12AB018A37A,183281,1.0,0.22341,1.0,5.0,1.0,ARPRQSD12086C16679
0.423808444,118971,0.541033427,184.31955,-20282,Pop,0,5.0,1996,Don't Go,Bert Kaempfert,german,1.0,332,0.39479,0.0,0.39479,411,3326,53.55334,"Hamburg, Germany",9.99245,0.46,47326,Orange Colored Sky,ARJUNZD1187B9A5DAE,0.0,SOZFJLR12A6D4FB512,175961,94,0.15933,0.986837479,4.0,266,ARQQP3Z1187FB5707B
0.398633286,167988,0.614275843,249.91302,-3.46,Pop,0,6.0,0,She's Actin Bad,H-Town,,0.0,106,0.48375,532,0.12584,526,461,29.76045,Houston,-95.36978,376,256249,Imitations Of Life,ARL6HUT1187FB4D9C2,0.264771972,SOSHFFL12A8C13438E,228194,255,0.12584,0.90138331,4.0,348,ARY0W1O1187FB5B8C0
0.26969355,71308,0.327675437,103.73179,-24327,Pop,1,0.0,0,The Harp That Once Through Tara's Halls,Voyager Series,,0.0,543,0.68495,543,0.68495,537,0.0,37.15735675013362,Not available,-63.933357868519515,678,240472,Celtic Harp,ARDFFAX122BCFCA78E,,SOMUQUB12A8C132AD9,96212,321,0.31741,1.0,1.0,592,ARW1BRR1187B996332
0.317229904,219298,0.428040041,180.50567,-14794,Pop,0,9.0,0,You'll Never Know,JERRY WALLACE,,0.0,108,0.68256,547,0.12652,392,259,39.10295,"Kansas City, MO",-94.58306,453,453776,Jerry Wallace's King Of The Mountain,AR0X3JJ1187FB3A9A7,0.253834736,SOEAYQZ12AB0186BB1,173697,547,0.12652,1.0,4.0,451,ARW6LIW1187B9966CD
0.481339309,102828,0.729212274,215.90159,-4475,Pop,1,1.0,2002,Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson),Beenie Man Featuring Janet Jackson,soul and reggae,1.0,51,0.91553,1.0,0.33221,0.0,0.31,37.15735675013362,"Kingston, Jamaica",-63.933357868519515,0.0,277594,Feel It Boy,ARMPQIE1187FB3D4EB,,SOBGXEU12A8AE45903,212759,1.0,0.03982,0.948010911,4.0,1.0,ARVUN5F1187FB4CCC7
0.394289662,126.31,0.6334089,184.76363,-11242,Pop,0,1.0,1956,"AuprA""s De Mon Arbre",Georges Brassens,french,4.0,152,0.53637,919,0.05926,636,311,46.71067,"Si?1/2, France",1.71819,482,497348,Georges Brassens-N 4,ARVEJ9M1187FB4DC44,,SOATZSD12A8C134212,181685,0.0,0.05926,1.0,5.0,326,ARLV8S31187B988B71
